component_id,driver_count,customer_count,pair_count,high_risk_pair_count,average_pair_score,maximum_pair_score,rare_shared_entity_count,weighted_internal_edge_sum,component_density,network_risk_score,high_risk_pair_ratio,component_risk_tier
ride_component_510,1,1,1,0,25.79,25.79,0,0,0.0,10.52,0.0,LOW_PRIORITY
ride_component_493,1,1,1,0,23.03,23.03,0,0,0.0,10.51,0.0,LOW_PRIORITY
ride_component_536,1,1,1,0,23.4,23.4,0,0,0.0,10.5,0.0,LOW_PRIORITY
ride_component_230,1,1,1,0,33.66,33.66,0,0,0.0,10.48,0.0,LOW_PRIORITY
ride_component_102,1,1,1,0,37.41,37.41,0,0,0.0,10.47,0.0,LOW_PRIORITY
ride_component_548,1,1,1,0,23.28,23.28,0,0,0.0,10.47,0.0,LOW_PRIORITY
ride_component_264,1,1,1,0,29.46,29.46,0,0,0.0,10.46,0.0,LOW_PRIORITY
ride_component_577,1,1,1,0,23.4,23.4,0,0,0.0,10.46,0.0,LOW_PRIORITY
ride_component_217,1,1,1,0,29.07,29.07,0,0,0.0,10.45,0.0,LOW_PRIORITY
ride_component_249,1,1,1,0,29.29,29.29,0,0,0.0,10.45,0.0,LOW_PRIORITY
ride_component_508,1,1,1,0,22.59,22.59,0,0,0.0,10.44,0.0,LOW_PRIORITY
ride_component_201,1,1,1,0,28.77,28.77,0,0,0.0,10.43,0.0,LOW_PRIORITY
ride_component_211,1,1,1,0,28.87,28.87,0,0,0.0,10.43,0.0,LOW_PRIORITY
ride_component_195,1,1,1,0,28.58,28.58,0,0,0.0,10.41,0.0,LOW_PRIORITY
ride_component_232,1,1,1,0,28.79,28.79,0,0,0.0,10.4,0.0,LOW_PRIORITY
ride_component_239,1,1,1,0,28.56,28.56,0,0,0.0,10.37,0.0,LOW_PRIORITY
ride_component_439,1,1,1,0,23.67,23.67,0,0,0.0,10.33,0.0,LOW_PRIORITY
ride_component_543,1,1,1,0,22.05,22.05,0,0,0.0,10.32,0.0,LOW_PRIORITY
ride_component_345,1,1,1,0,25.3,25.3,0,0,0.0,10.29,0.0,LOW_PRIORITY
ride_component_251,1,1,1,0,27.57,27.57,0,0,0.0,10.25,0.0,LOW_PRIORITY
ride_component_150,1,1,1,0,30.68,30.68,0,0,0.0,10.23,0.0,LOW_PRIORITY
ride_component_395,1,1,1,0,25.38,25.38,0,0,0.0,10.23,0.0,LOW_PRIORITY
ride_component_173,1,1,1,0,30.97,30.97,0,0,0.0,10.22,0.0,LOW_PRIORITY
ride_component_382,1,1,1,0,25.11,25.11,0,0,0.0,10.21,0.0,LOW_PRIORITY
ride_component_585,1,1,1,0,23.87,23.87,0,0,0.0,10.2,0.0,LOW_PRIORITY
ride_component_255,1,1,1,0,27.11,27.11,0,0,0.0,10.19,0.0,LOW_PRIORITY
ride_component_428,1,1,1,0,25.27,25.27,0,0,0.0,10.18,0.0,LOW_PRIORITY
ride_component_642,1,1,1,0,21.67,21.67,0,0,0.0,10.18,0.0,LOW_PRIORITY
ride_component_411,1,1,1,0,28.34,28.34,0,0,0.0,10.16,0.0,LOW_PRIORITY
ride_component_588,1,1,1,0,38.98,38.98,0,0,0.0,10.16,0.0,LOW_PRIORITY
ride_component_336,1,1,1,0,31.4,31.4,0,0,0.0,10.15,0.0,LOW_PRIORITY
ride_component_296,1,1,1,0,27.0,27.0,0,0,0.0,10.14,0.0,LOW_PRIORITY
ride_component_475,1,1,1,0,32.79,32.79,0,0,0.0,10.14,0.0,LOW_PRIORITY
ride_component_187,1,1,1,0,35.18,35.18,0,0,0.0,10.13,0.0,LOW_PRIORITY
ride_component_698,1,1,1,0,21.53,21.53,0,0,0.0,10.13,0.0,LOW_PRIORITY
ride_component_513,1,1,1,0,22.67,22.67,0,0,0.0,10.12,0.0,LOW_PRIORITY
ride_component_301,1,1,1,0,26.73,26.73,0,0,0.0,10.11,0.0,LOW_PRIORITY
ride_component_720,1,1,1,0,34.08,34.08,0,0,0.0,10.1,0.0,LOW_PRIORITY
ride_component_516,1,1,1,0,25.25,25.25,0,0,0.0,10.09,0.0,LOW_PRIORITY
ride_component_81,1,1,1,0,33.52,33.52,0,0,0.0,10.09,0.0,LOW_PRIORITY
ride_component_624,1,1,1,0,20.68,20.68,0,0,0.0,10.06,0.0,LOW_PRIORITY
ride_component_379,1,1,1,0,27.13,27.13,0,0,0.0,10.05,0.0,LOW_PRIORITY
ride_component_728,1,1,1,0,23.48,23.48,0,0,0.0,10.05,0.0,LOW_PRIORITY
ride_component_135,1,1,1,0,28.85,28.85,0,0,0.0,10.04,0.0,LOW_PRIORITY
ride_component_180,1,1,1,0,25.29,25.29,0,0,0.0,10.04,0.0,LOW_PRIORITY
ride_component_172,1,1,1,0,29.0,29.0,0,0,0.0,10.01,0.0,LOW_PRIORITY
ride_component_310,1,1,1,0,26.0,26.0,0,0,0.0,10.01,0.0,LOW_PRIORITY
ride_component_224,1,1,1,0,29.16,29.16,0,0,0.0,9.99,0.0,LOW_PRIORITY
ride_component_389,1,1,1,0,35.69,35.69,0,0,0.0,9.99,0.0,LOW_PRIORITY
ride_component_687,1,1,1,0,20.45,20.45,0,0,0.0,9.99,0.0,LOW_PRIORITY
ride_component_657,1,1,1,0,20.14,20.14,0,0,0.0,9.98,0.0,LOW_PRIORITY
ride_component_584,1,1,1,0,24.88,24.88,0,0,0.0,9.97,0.0,LOW_PRIORITY
ride_component_390,1,1,1,0,26.42,26.42,0,0,0.0,9.96,0.0,LOW_PRIORITY
ride_component_257,1,1,1,0,29.1,29.1,0,0,0.0,9.95,0.0,LOW_PRIORITY
ride_component_561,1,1,1,0,24.46,24.46,0,0,0.0,9.94,0.0,LOW_PRIORITY
ride_component_229,1,1,1,0,33.42,33.42,0,0,0.0,9.91,0.0,LOW_PRIORITY
ride_component_546,1,1,1,0,24.11,24.11,0,0,0.0,9.91,0.0,LOW_PRIORITY
ride_component_126,1,1,1,0,38.72,38.72,0,0,0.0,9.9,0.0,LOW_PRIORITY
ride_component_628,1,1,1,0,24.63,24.63,0,0,0.0,9.9,0.0,LOW_PRIORITY
ride_component_231,1,1,1,0,33.25,33.25,0,0,0.0,9.89,0.0,LOW_PRIORITY
ride_component_297,1,1,1,0,28.85,28.85,0,0,0.0,9.89,0.0,LOW_PRIORITY
ride_component_109,1,1,1,0,37.98,37.98,0,0,0.0,9.86,0.0,LOW_PRIORITY
ride_component_767,1,1,1,0,22.22,22.22,0,0,0.0,9.86,0.0,LOW_PRIORITY
ride_component_524,1,1,1,0,23.43,23.43,0,0,0.0,9.85,0.0,LOW_PRIORITY
ride_component_222,1,1,1,0,27.76,27.76,0,0,0.0,9.83,0.0,LOW_PRIORITY
ride_component_402,1,1,1,0,48.84,48.84,0,0,0.0,9.83,0.0,LOW_PRIORITY
ride_component_278,1,1,1,0,28.05,28.05,0,0,0.0,9.82,0.0,LOW_PRIORITY
ride_component_756,1,1,1,0,21.7,21.7,0,0,0.0,9.81,0.0,LOW_PRIORITY
ride_component_985,1,1,1,0,43.58,43.58,0,0,0.0,9.81,0.0,LOW_PRIORITY
ride_component_610,1,1,1,0,26.94,26.94,0,0,0.0,9.8,0.0,LOW_PRIORITY
ride_component_233,1,1,1,0,27.46,27.46,0,0,0.0,9.79,0.0,LOW_PRIORITY
ride_component_413,1,1,1,0,40.15,40.15,0,0,0.0,9.79,0.0,LOW_PRIORITY
ride_component_248,1,1,1,0,32.34,32.34,0,0,0.0,9.78,0.0,LOW_PRIORITY
ride_component_33,1,1,1,0,34.8,34.8,0,0,0.0,9.78,0.0,LOW_PRIORITY
ride_component_530,1,1,1,0,22.51,22.51,0,0,0.0,9.74,0.0,LOW_PRIORITY
ride_component_3,1,1,1,1,70.05,70.05,0,0,0.0,9.73,1.0,LOW_PRIORITY
ride_component_555,1,1,1,0,22.7,22.7,0,0,0.0,9.73,0.0,LOW_PRIORITY
ride_component_581,1,1,1,0,22.76,22.76,0,0,0.0,9.72,0.0,LOW_PRIORITY
ride_component_537,1,1,1,0,29.45,29.45,0,0,0.0,9.7,0.0,LOW_PRIORITY
ride_component_128,1,1,1,0,56.04,56.04,0,0,0.0,9.64,0.0,LOW_PRIORITY
ride_component_141,1,1,1,0,56.15,56.15,0,0,0.0,9.64,0.0,LOW_PRIORITY
ride_component_228,1,1,1,0,36.96,36.96,0,0,0.0,9.64,0.0,LOW_PRIORITY
ride_component_316,1,1,1,0,26.72,26.72,0,0,0.0,9.64,0.0,LOW_PRIORITY
ride_component_69,1,1,1,0,35.16,35.16,0,0,0.0,9.64,0.0,LOW_PRIORITY
ride_component_298,1,1,1,0,26.4,26.4,0,0,0.0,9.62,0.0,LOW_PRIORITY
ride_component_648,1,1,1,0,22.36,22.36,0,0,0.0,9.62,0.0,LOW_PRIORITY
ride_component_152,1,1,1,0,29.98,29.98,0,0,0.0,9.61,0.0,LOW_PRIORITY
ride_component_655,1,1,1,0,22.38,22.38,0,0,0.0,9.61,0.0,LOW_PRIORITY
ride_component_294,1,1,1,0,26.22,26.22,0,0,0.0,9.6,0.0,LOW_PRIORITY
ride_component_306,1,1,1,0,26.31,26.31,0,0,0.0,9.6,0.0,LOW_PRIORITY
ride_component_529,1,1,1,0,24.49,24.49,0,0,0.0,9.59,0.0,LOW_PRIORITY
ride_component_547,1,1,1,0,33.11,33.11,0,0,0.0,9.57,0.0,LOW_PRIORITY
ride_component_656,1,1,1,0,22.02,22.02,0,0,0.0,9.57,0.0,LOW_PRIORITY
ride_component_591,1,1,1,0,21.58,21.58,0,0,0.0,9.56,0.0,LOW_PRIORITY
ride_component_470,1,1,1,0,23.66,23.66,0,0,0.0,9.55,0.0,LOW_PRIORITY
ride_component_394,1,1,1,0,26.71,26.71,0,0,0.0,9.54,0.0,LOW_PRIORITY
ride_component_688,1,1,1,0,25.02,25.02,0,0,0.0,9.53,0.0,LOW_PRIORITY
ride_component_605,1,1,1,0,46.97,46.97,0,0,0.0,9.5,0.0,LOW_PRIORITY
ride_component_147,1,1,1,0,28.75,28.75,0,0,0.0,9.49,0.0,LOW_PRIORITY
ride_component_486,1,1,1,0,23.15,23.15,0,0,0.0,9.48,0.0,LOW_PRIORITY
ride_component_175,1,1,1,0,34.82,34.82,0,0,0.0,9.46,0.0,LOW_PRIORITY
ride_component_630,1,1,1,0,32.62,32.62,0,0,0.0,9.45,0.0,LOW_PRIORITY
ride_component_406,1,1,1,0,25.88,25.88,0,0,0.0,9.44,0.0,LOW_PRIORITY
ride_component_514,1,1,1,0,23.05,23.05,0,0,0.0,9.44,0.0,LOW_PRIORITY
ride_component_356,1,1,1,0,25.31,25.31,0,0,0.0,9.43,0.0,LOW_PRIORITY
ride_component_347,1,1,1,0,55.2,55.2,0,0,0.0,9.42,0.0,LOW_PRIORITY
ride_component_415,1,1,1,0,25.59,25.59,0,0,0.0,9.39,0.0,LOW_PRIORITY
ride_component_140,1,1,1,0,41.54,41.54,0,0,0.0,9.38,0.0,LOW_PRIORITY
ride_component_734,1,1,1,0,20.87,20.87,0,0,0.0,9.38,0.0,LOW_PRIORITY
ride_component_503,1,1,1,0,22.33,22.33,0,0,0.0,9.37,0.0,LOW_PRIORITY
ride_component_304,1,1,1,0,28.78,28.78,0,0,0.0,9.36,0.0,LOW_PRIORITY
ride_component_430,1,1,1,0,25.42,25.42,0,0,0.0,9.36,0.0,LOW_PRIORITY
ride_component_290,1,1,1,0,34.47,34.47,0,0,0.0,9.35,0.0,LOW_PRIORITY
ride_component_509,1,1,1,0,25.97,25.97,0,0,0.0,9.35,0.0,LOW_PRIORITY
ride_component_441,1,1,1,0,25.24,25.24,0,0,0.0,9.33,0.0,LOW_PRIORITY
ride_component_612,1,1,1,0,22.92,22.92,0,0,0.0,9.32,0.0,LOW_PRIORITY
ride_component_461,1,1,1,0,25.22,25.22,0,0,0.0,9.31,0.0,LOW_PRIORITY
ride_component_598,1,1,1,0,22.59,22.59,0,0,0.0,9.3,0.0,LOW_PRIORITY
ride_component_392,1,1,1,0,24.45,24.45,0,0,0.0,9.29,0.0,LOW_PRIORITY
ride_component_634,1,1,1,0,37.03,37.03,0,0,0.0,9.29,0.0,LOW_PRIORITY
ride_component_711,1,1,1,0,22.88,22.88,0,0,0.0,9.27,0.0,LOW_PRIORITY
ride_component_497,1,1,1,0,25.05,25.05,0,0,0.0,9.26,0.0,LOW_PRIORITY
ride_component_690,1,1,1,0,22.71,22.71,0,0,0.0,9.26,0.0,LOW_PRIORITY
ride_component_448,1,1,1,0,24.6,24.6,0,0,0.0,9.25,0.0,LOW_PRIORITY
ride_component_335,1,1,1,0,27.8,27.8,0,0,0.0,9.24,0.0,LOW_PRIORITY
ride_component_273,1,1,1,0,27.35,27.35,0,0,0.0,9.23,0.0,LOW_PRIORITY
ride_component_317,1,1,1,0,27.53,27.53,0,0,0.0,9.22,0.0,LOW_PRIORITY
ride_component_444,1,1,1,0,28.75,28.75,0,0,0.0,9.21,0.0,LOW_PRIORITY
ride_component_597,1,1,1,0,43.49,43.49,0,0,0.0,9.19,0.0,LOW_PRIORITY
ride_component_34,1,1,1,0,36.55,36.55,0,0,0.0,9.18,0.0,LOW_PRIORITY
ride_component_72,1,1,1,0,38.38,38.38,0,0,0.0,9.18,0.0,LOW_PRIORITY
ride_component_627,1,1,1,0,43.41,43.41,0,0,0.0,9.16,0.0,LOW_PRIORITY
ride_component_289,1,1,1,0,26.68,26.68,0,0,0.0,9.15,0.0,LOW_PRIORITY
ride_component_191,1,1,1,0,31.57,31.57,0,0,0.0,9.13,0.0,LOW_PRIORITY
ride_component_209,1,1,1,0,31.67,31.67,0,0,0.0,9.13,0.0,LOW_PRIORITY
ride_component_1000,1,1,1,0,44.01,44.01,0,0,0.0,9.09,0.0,LOW_PRIORITY
ride_component_190,1,1,1,0,20.89,20.89,0,0,0.0,9.09,0.0,LOW_PRIORITY
ride_component_376,1,1,1,0,32.76,32.76,0,0,0.0,9.09,0.0,LOW_PRIORITY
ride_component_299,1,1,1,0,39.52,39.52,0,0,0.0,9.08,0.0,LOW_PRIORITY
ride_component_640,1,1,1,0,34.87,34.87,0,0,0.0,9.08,0.0,LOW_PRIORITY
ride_component_320,1,1,1,0,26.15,26.15,0,0,0.0,9.07,0.0,LOW_PRIORITY
ride_component_429,1,1,1,0,27.28,27.28,0,0,0.0,9.07,0.0,LOW_PRIORITY
ride_component_701,1,1,1,0,24.84,24.84,0,0,0.0,9.07,0.0,LOW_PRIORITY
ride_component_266,1,1,1,0,31.43,31.43,0,0,0.0,9.06,0.0,LOW_PRIORITY
ride_component_386,1,1,1,0,26.74,26.74,0,0,0.0,9.05,0.0,LOW_PRIORITY
ride_component_540,1,1,1,0,33.88,33.88,0,0,0.0,9.05,0.0,LOW_PRIORITY
ride_component_550,1,1,1,0,23.71,23.71,0,0,0.0,9.05,0.0,LOW_PRIORITY
ride_component_567,1,1,1,0,23.77,23.77,0,0,0.0,9.04,0.0,LOW_PRIORITY
ride_component_835,1,1,1,0,29.44,29.44,0,0,0.0,9.02,0.0,LOW_PRIORITY
ride_component_196,1,1,1,0,30.24,30.24,0,0,0.0,9.0,0.0,LOW_PRIORITY
ride_component_378,1,1,1,0,26.21,26.21,0,0,0.0,9.0,0.0,LOW_PRIORITY
ride_component_566,1,1,1,0,23.35,23.35,0,0,0.0,9.0,0.0,LOW_PRIORITY
ride_component_279,1,1,1,0,30.8,30.8,0,0,0.0,8.99,0.0,LOW_PRIORITY
ride_component_78,1,1,1,0,36.32,36.32,0,0,0.0,8.99,0.0,LOW_PRIORITY
ride_component_620,1,1,1,0,23.65,23.65,0,0,0.0,8.98,0.0,LOW_PRIORITY
ride_component_587,1,1,1,0,23.3,23.3,0,0,0.0,8.97,0.0,LOW_PRIORITY
ride_component_465,1,1,1,0,50.7,50.7,0,0,0.0,8.95,0.0,LOW_PRIORITY
ride_component_134,1,1,1,0,29.07,29.07,0,0,0.0,8.94,0.0,LOW_PRIORITY
ride_component_208,1,1,1,0,29.78,29.78,0,0,0.0,8.94,0.0,LOW_PRIORITY
ride_component_476,1,1,1,0,26.49,26.49,0,0,0.0,8.94,0.0,LOW_PRIORITY
ride_component_481,1,1,1,0,26.55,26.55,0,0,0.0,8.94,0.0,LOW_PRIORITY
ride_component_818,1,1,1,0,20.47,20.47,0,0,0.0,8.92,0.0,LOW_PRIORITY
ride_component_1030,1,1,1,0,24.46,24.46,0,0,0.0,8.91,0.0,LOW_PRIORITY
ride_component_718,1,1,1,0,19.69,19.69,0,0,0.0,8.89,0.0,LOW_PRIORITY
ride_component_393,1,1,1,0,49.03,49.03,0,0,0.0,8.87,0.0,LOW_PRIORITY
ride_component_568,1,1,1,0,22.2,22.2,0,0,0.0,8.87,0.0,LOW_PRIORITY
ride_component_111,1,1,1,0,63.36,63.36,0,0,0.0,8.86,0.0,LOW_PRIORITY
ride_component_263,1,1,1,0,29.35,29.35,0,0,0.0,8.86,0.0,LOW_PRIORITY
ride_component_380,1,1,1,0,24.76,24.76,0,0,0.0,8.85,0.0,LOW_PRIORITY
ride_component_636,1,1,1,0,22.44,22.44,0,0,0.0,8.84,0.0,LOW_PRIORITY
ride_component_731,1,1,1,0,32.87,32.87,0,0,0.0,8.84,0.0,LOW_PRIORITY
ride_component_207,1,1,1,0,28.58,28.58,0,0,0.0,8.82,0.0,LOW_PRIORITY
ride_component_212,1,1,1,0,36.06,36.06,0,0,0.0,8.82,0.0,LOW_PRIORITY
ride_component_269,1,1,1,0,28.76,28.76,0,0,0.0,8.8,0.0,LOW_PRIORITY
ride_component_680,1,1,1,0,22.24,22.24,0,0,0.0,8.8,0.0,LOW_PRIORITY
ride_component_332,1,1,1,0,23.63,23.63,0,0,0.0,8.79,0.0,LOW_PRIORITY
ride_component_193,1,1,1,0,22.16,22.16,0,0,0.0,8.75,0.0,LOW_PRIORITY
ride_component_468,1,1,1,0,24.57,24.57,0,0,0.0,8.74,0.0,LOW_PRIORITY
ride_component_518,1,1,1,0,24.83,24.83,0,0,0.0,8.73,0.0,LOW_PRIORITY
ride_component_611,1,1,1,0,25.68,25.68,0,0,0.0,8.73,0.0,LOW_PRIORITY
ride_component_14,1,1,1,0,57.62,57.62,0,0,0.0,8.72,0.0,LOW_PRIORITY
ride_component_574,1,1,1,0,20.84,20.84,0,0,0.0,8.71,0.0,LOW_PRIORITY
ride_component_198,1,1,1,0,27.32,27.32,0,0,0.0,8.7,0.0,LOW_PRIORITY
ride_component_400,1,1,1,0,28.64,28.64,0,0,0.0,8.66,0.0,LOW_PRIORITY
ride_component_183,1,1,1,0,44.09,44.09,0,0,0.0,8.61,0.0,LOW_PRIORITY
ride_component_427,1,1,1,0,46.13,46.13,0,0,0.0,8.61,0.0,LOW_PRIORITY
ride_component_443,1,1,1,0,28.49,28.49,0,0,0.0,8.61,0.0,LOW_PRIORITY
ride_component_491,1,1,1,0,29.0,29.0,0,0,0.0,8.61,0.0,LOW_PRIORITY
ride_component_494,1,1,1,0,23.22,23.22,0,0,0.0,8.58,0.0,LOW_PRIORITY
ride_component_319,1,1,1,0,26.69,26.69,0,0,0.0,8.55,0.0,LOW_PRIORITY
ride_component_961,1,1,1,0,10.38,10.38,0,0,0.0,8.55,0.0,LOW_PRIORITY
ride_component_312,1,1,1,0,26.54,26.54,0,0,0.0,8.54,0.0,LOW_PRIORITY
ride_component_542,1,1,1,0,46.32,46.32,0,0,0.0,8.54,0.0,LOW_PRIORITY
ride_component_436,1,1,1,0,27.63,27.63,0,0,0.0,8.53,0.0,LOW_PRIORITY
ride_component_572,1,1,1,0,23.41,23.41,0,0,0.0,8.53,0.0,LOW_PRIORITY
ride_component_344,1,1,1,0,26.46,26.46,0,0,0.0,8.5,0.0,LOW_PRIORITY
ride_component_447,1,1,1,0,27.48,27.48,0,0,0.0,8.5,0.0,LOW_PRIORITY
ride_component_579,1,1,1,0,22.72,22.72,0,0,0.0,8.45,0.0,LOW_PRIORITY
ride_component_936,1,1,1,0,20.13,20.13,0,0,0.0,8.45,0.0,LOW_PRIORITY
ride_component_168,1,1,1,0,41.9,41.9,0,0,0.0,8.44,0.0,LOW_PRIORITY
ride_component_831,1,1,1,0,19.49,19.49,0,0,0.0,8.41,0.0,LOW_PRIORITY
ride_component_357,1,1,1,0,25.49,25.49,0,0,0.0,8.39,0.0,LOW_PRIORITY
ride_component_1002,1,1,1,0,29.12,29.12,0,0,0.0,8.38,0.0,LOW_PRIORITY
ride_component_1210,1,1,1,0,19.79,19.79,0,0,0.0,8.38,0.0,LOW_PRIORITY
ride_component_794,1,1,1,0,18.84,18.84,0,0,0.0,8.35,0.0,LOW_PRIORITY
ride_component_425,1,1,1,0,25.6,25.6,0,0,0.0,8.33,0.0,LOW_PRIORITY
ride_component_625,1,1,1,0,27.1,27.1,0,0,0.0,8.32,0.0,LOW_PRIORITY
ride_component_892,1,1,1,0,18.91,18.91,0,0,0.0,8.32,0.0,LOW_PRIORITY
ride_component_837,1,1,1,0,27.92,27.92,0,0,0.0,8.3,0.0,LOW_PRIORITY
ride_component_633,1,1,1,0,13.95,13.95,0,0,0.0,8.26,0.0,LOW_PRIORITY
ride_component_916,1,1,1,0,44.65,44.65,0,0,0.0,8.25,0.0,LOW_PRIORITY
ride_component_590,1,1,1,0,26.0,26.0,0,0,0.0,8.23,0.0,LOW_PRIORITY
ride_component_626,1,1,1,0,16.75,16.75,0,0,0.0,8.21,0.0,LOW_PRIORITY
ride_component_329,1,1,1,0,30.13,30.13,0,0,0.0,8.2,0.0,LOW_PRIORITY
ride_component_405,1,1,1,0,24.06,24.06,0,0,0.0,8.2,0.0,LOW_PRIORITY
ride_component_709,1,1,1,0,21.13,21.13,0,0,0.0,8.2,0.0,LOW_PRIORITY
ride_component_420,1,1,1,0,14.86,14.86,0,0,0.0,8.19,0.0,LOW_PRIORITY
ride_component_466,1,1,1,0,24.17,24.17,0,0,0.0,8.16,0.0,LOW_PRIORITY
ride_component_426,1,1,1,0,30.58,30.58,0,0,0.0,8.14,0.0,LOW_PRIORITY
ride_component_525,1,1,1,0,24.56,24.56,0,0,0.0,8.14,0.0,LOW_PRIORITY
ride_component_662,1,1,1,0,25.51,25.51,0,0,0.0,8.14,0.0,LOW_PRIORITY
ride_component_523,1,1,1,0,40.87,40.87,0,0,0.0,8.1,0.0,LOW_PRIORITY
ride_component_716,1,1,1,0,20.17,20.17,0,0,0.0,8.1,0.0,LOW_PRIORITY
ride_component_682,1,1,1,0,19.99,19.99,0,0,0.0,8.09,0.0,LOW_PRIORITY
ride_component_227,1,1,1,0,37.97,37.97,0,0,0.0,8.08,0.0,LOW_PRIORITY
ride_component_697,1,1,1,0,19.88,19.88,0,0,0.0,8.08,0.0,LOW_PRIORITY
ride_component_1076,1,1,1,0,26.03,26.03,0,0,0.0,8.07,0.0,LOW_PRIORITY
ride_component_1109,1,1,1,0,10.92,10.92,0,0,0.0,8.06,0.0,LOW_PRIORITY
ride_component_442,1,1,1,0,23.01,23.01,0,0,0.0,8.06,0.0,LOW_PRIORITY
ride_component_1013,1,1,1,0,20.66,20.66,0,0,0.0,8.05,0.0,LOW_PRIORITY
ride_component_601,1,1,1,0,24.24,24.24,0,0,0.0,8.05,0.0,LOW_PRIORITY
ride_component_452,1,1,1,0,22.88,22.88,0,0,0.0,8.04,0.0,LOW_PRIORITY
ride_component_512,1,1,1,0,23.42,23.42,0,0,0.0,8.04,0.0,LOW_PRIORITY
ride_component_836,1,1,1,0,41.9,41.9,0,0,0.0,8.04,0.0,LOW_PRIORITY
ride_component_676,1,1,1,0,24.44,24.44,0,0,0.0,8.03,0.0,LOW_PRIORITY
ride_component_1029,1,1,1,0,10.55,10.55,0,0,0.0,8.02,0.0,LOW_PRIORITY
ride_component_374,1,1,1,0,53.63,53.63,0,0,0.0,8.0,0.0,LOW_PRIORITY
ride_component_708,1,1,1,0,24.32,24.32,0,0,0.0,8.0,0.0,LOW_PRIORITY
ride_component_252,1,1,1,0,27.13,27.13,0,0,0.0,7.98,0.0,LOW_PRIORITY
ride_component_480,1,1,1,0,22.46,22.46,0,0,0.0,7.97,0.0,LOW_PRIORITY
ride_component_1014,1,1,1,0,24.9,24.9,0,0,0.0,7.96,0.0,LOW_PRIORITY
ride_component_1079,1,1,1,0,19.89,19.89,0,0,0.0,7.96,0.0,LOW_PRIORITY
ride_component_349,1,1,1,0,21.07,21.07,0,0,0.0,7.96,0.0,LOW_PRIORITY
ride_component_726,1,1,1,0,23.97,23.97,0,0,0.0,7.96,0.0,LOW_PRIORITY
ride_component_860,1,1,1,0,19.5,19.5,0,0,0.0,7.96,0.0,LOW_PRIORITY
ride_component_569,1,1,1,0,22.89,22.89,0,0,0.0,7.94,0.0,LOW_PRIORITY
ride_component_763,1,1,1,0,18.85,18.85,0,0,0.0,7.93,0.0,LOW_PRIORITY
ride_component_472,1,1,1,0,28.52,28.52,0,0,0.0,7.92,0.0,LOW_PRIORITY
ride_component_943,1,1,1,0,19.35,19.35,0,0,0.0,7.92,0.0,LOW_PRIORITY
ride_component_327,1,1,1,0,26.97,26.97,0,0,0.0,7.91,0.0,LOW_PRIORITY
ride_component_361,1,1,1,0,36.96,36.96,0,0,0.0,7.91,0.0,LOW_PRIORITY
ride_component_923,1,1,1,0,24.03,24.03,0,0,0.0,7.89,0.0,LOW_PRIORITY
ride_component_1093,1,1,1,0,19.2,19.2,0,0,0.0,7.88,0.0,LOW_PRIORITY
ride_component_805,1,1,1,0,23.6,23.6,0,0,0.0,7.88,0.0,LOW_PRIORITY
ride_component_291,1,1,1,0,26.08,26.08,0,0,0.0,7.85,0.0,LOW_PRIORITY
ride_component_891,1,1,1,0,39.78,39.78,0,0,0.0,7.85,0.0,LOW_PRIORITY
ride_component_174,1,1,1,0,34.65,34.65,0,0,0.0,7.84,0.0,LOW_PRIORITY
ride_component_247,1,1,1,0,18.89,18.89,0,0,0.0,7.83,0.0,LOW_PRIORITY
ride_component_501,1,1,1,0,27.77,27.77,0,0,0.0,7.83,0.0,LOW_PRIORITY
ride_component_986,1,1,1,0,39.68,39.68,0,0,0.0,7.83,0.0,LOW_PRIORITY
ride_component_859,1,1,1,0,18.1,18.1,0,0,0.0,7.81,0.0,LOW_PRIORITY
ride_component_742,1,1,1,0,22.36,22.36,0,0,0.0,7.79,0.0,LOW_PRIORITY
ride_component_668,1,1,1,0,21.89,21.89,0,0,0.0,7.78,0.0,LOW_PRIORITY
ride_component_944,1,1,1,0,18.0,18.0,0,0,0.0,7.77,0.0,LOW_PRIORITY
ride_component_948,1,1,1,0,29.43,29.43,0,0,0.0,7.76,0.0,LOW_PRIORITY
ride_component_364,1,1,1,0,25.74,25.74,0,0,0.0,7.75,0.0,LOW_PRIORITY
ride_component_824,1,1,1,0,22.17,22.17,0,0,0.0,7.73,0.0,LOW_PRIORITY
ride_component_721,1,1,1,0,27.96,27.96,0,0,0.0,7.71,0.0,LOW_PRIORITY
ride_component_752,1,1,1,0,21.36,21.36,0,0,0.0,7.69,0.0,LOW_PRIORITY
ride_component_790,1,1,1,0,12.9,12.9,0,0,0.0,7.69,0.0,LOW_PRIORITY
ride_component_488,1,1,1,0,50.18,50.18,0,0,0.0,7.68,0.0,LOW_PRIORITY
ride_component_654,1,1,1,0,20.83,20.83,0,0,0.0,7.68,0.0,LOW_PRIORITY
ride_component_749,1,1,1,0,21.28,21.28,0,0,0.0,7.68,0.0,LOW_PRIORITY
ride_component_105,1,1,1,0,31.7,31.7,0,0,0.0,7.67,0.0,LOW_PRIORITY
ride_component_1351,1,1,1,0,37.97,37.97,0,0,0.0,7.67,0.0,LOW_PRIORITY
ride_component_377,1,1,1,0,25.01,25.01,0,0,0.0,7.67,0.0,LOW_PRIORITY
ride_component_1011,1,1,1,0,21.86,21.86,0,0,0.0,7.66,0.0,LOW_PRIORITY
