pair_id,driver_id,customer_id,evidence_type,observed_value,expected_value,threshold,score_contribution,data_quality_level,description
c8fb983b6e7503f1||4f13c3f78c863c42,c8fb983b6e7503f1,4f13c3f78c863c42,KB-C_EXTREME_VOLUME,12.0,,cohort_trip_threshold,31.35,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
70f3a7f8afc0596a||2ae4649f7c410168,70f3a7f8afc0596a,2ae4649f7c410168,KB-C_EXTREME_VOLUME,8.0,,cohort_trip_threshold,29.98,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
f7acbbd59ab450c8||c68578c20a2668f5,f7acbbd59ab450c8,c68578c20a2668f5,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,27.37,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
435b1512e8a51a50||a864e412cda77ee3,435b1512e8a51a50,a864e412cda77ee3,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,27.7,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
ab2e0d2fe58aff8f||477e250f10ae3f5a,ab2e0d2fe58aff8f,477e250f10ae3f5a,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,36.66,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
658e052755cf7ef2||3263a18a2fc38701,658e052755cf7ef2,3263a18a2fc38701,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,28.96,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0df83b0f383539d4||2a89de98b44cb7fc,0df83b0f383539d4,2a89de98b44cb7fc,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,19.3,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d62c351ad8a8367d||808741cfaebac9d9,d62c351ad8a8367d,808741cfaebac9d9,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,35.07,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
4f3a73b12fd7dfbb||51b9047874dc3dd9,4f3a73b12fd7dfbb,51b9047874dc3dd9,KB-C_EXTREME_VOLUME,9.0,,cohort_trip_threshold,33.26,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
c7356b6fa822629a||5cfb8391d04ffe42,c7356b6fa822629a,5cfb8391d04ffe42,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,34.39,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0e241b7f9c83eab9||77a70909b3f26ebb,0e241b7f9c83eab9,77a70909b3f26ebb,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,34.03,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
db9cdd0dee5ed927||2206e9f998c63998,db9cdd0dee5ed927,2206e9f998c63998,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,26.64,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
f2897e7636445833||3fdc3482bb6ad3f9,f2897e7636445833,3fdc3482bb6ad3f9,KB-C_EXTREME_VOLUME,7.0,,cohort_trip_threshold,25.57,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
897e4db3e98e1b19||cfb45448c57b9b26,897e4db3e98e1b19,cfb45448c57b9b26,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,20.2,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
6d767fca304aa829||7f71ded5291ee1c5,6d767fca304aa829,7f71ded5291ee1c5,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,32.07,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
9d9ff6991974d49e||c6096bf3a1292582,9d9ff6991974d49e,c6096bf3a1292582,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,30.05,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
19640005f0d75723||4412f03f83dbc625,19640005f0d75723,4412f03f83dbc625,KB-C_EXTREME_VOLUME,12.0,,cohort_trip_threshold,31.75,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
ca650cb56e40c1ad||b6cf5b3ec22ca1c4,ca650cb56e40c1ad,b6cf5b3ec22ca1c4,KB-C_EXTREME_VOLUME,7.0,,cohort_trip_threshold,26.01,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
279d0c123ac0b8d0||157949e709be91f7,279d0c123ac0b8d0,157949e709be91f7,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,17.74,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
307696c2e2adc3bc||61ff8f84277eee7b,307696c2e2adc3bc,61ff8f84277eee7b,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,32.74,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
af1026087cbfbdeb||4eba7d1acc25dc77,af1026087cbfbdeb,4eba7d1acc25dc77,KB-C_EXTREME_VOLUME,11.0,,cohort_trip_threshold,27.36,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
e9ede29b8fef14e2||82cafd04a84dd9a2,e9ede29b8fef14e2,82cafd04a84dd9a2,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,22.66,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
2a4fff997283024f||2e6487f9534d2736,2a4fff997283024f,2e6487f9534d2736,KB-C_EXTREME_VOLUME,12.0,,cohort_trip_threshold,30.5,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
2793957a3b7038a1||41a2d0543165e236,2793957a3b7038a1,41a2d0543165e236,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,33.92,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
5264494f85458d1e||07a89783b151f526,5264494f85458d1e,07a89783b151f526,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,34.54,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
b5e226058954551f||6084c68978160b2b,b5e226058954551f,6084c68978160b2b,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,29.29,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d4b9bbbb333d2aa0||d6713e76f6b6cf02,d4b9bbbb333d2aa0,d6713e76f6b6cf02,KB-C_EXTREME_VOLUME,12.0,,cohort_trip_threshold,29.25,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
118d68c8056ae931||ea61a7d37eee29bc,118d68c8056ae931,ea61a7d37eee29bc,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,23.52,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
2806a48379ca66e7||aef1b5b0c1badf1c,2806a48379ca66e7,aef1b5b0c1badf1c,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,26.66,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
a79c97cc18f62535||9f53712c1af6aece,a79c97cc18f62535,9f53712c1af6aece,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,26.42,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
c9461917d240999f||2ed3bd7cc62dc77b,c9461917d240999f,2ed3bd7cc62dc77b,KB-C_EXTREME_VOLUME,2.0,,cohort_trip_threshold,17.92,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
b248563c3add43cb||8836128b6e6ff3c5,b248563c3add43cb,8836128b6e6ff3c5,KB-C_EXTREME_VOLUME,3.0,,cohort_trip_threshold,14.43,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
94dbe62247c234ed||cc4298be890c0669,94dbe62247c234ed,cc4298be890c0669,KB-C_EXTREME_VOLUME,11.0,,cohort_trip_threshold,30.12,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
eb67bb955e7cb0db||42861454dd46e074,eb67bb955e7cb0db,42861454dd46e074,KB-C_EXTREME_VOLUME,9.0,,cohort_trip_threshold,27.84,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
c78a6ce3e4510a4b||d4be0f591e4f11a8,c78a6ce3e4510a4b,d4be0f591e4f11a8,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,38.19,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
5b6e69d9bd99dbb4||db9d86c2ccfd1d5d,5b6e69d9bd99dbb4,db9d86c2ccfd1d5d,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,29.69,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
85ded4ce916222b5||092653a17626724c,85ded4ce916222b5,092653a17626724c,KB-C_EXTREME_VOLUME,7.0,,cohort_trip_threshold,19.98,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
91fc0d2c74989777||c5da71877e04775b,91fc0d2c74989777,c5da71877e04775b,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,28.46,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
074c0a1a95a80e0f||aab58a839eb63af8,074c0a1a95a80e0f,aab58a839eb63af8,KB-C_EXTREME_VOLUME,12.0,,cohort_trip_threshold,24.76,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
6bb016ca22e0753f||34d915e68d0bf03b,6bb016ca22e0753f,34d915e68d0bf03b,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,18.75,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
2786d67558690969||c07e37c4a220ae5e,2786d67558690969,c07e37c4a220ae5e,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,28.92,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
4cd48737f0e06243||2d357d3a83962b61,4cd48737f0e06243,2d357d3a83962b61,KB-C_EXTREME_VOLUME,7.0,,cohort_trip_threshold,35.96,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
bcc070a2feb7270b||4bc7464e16fd0e1d,bcc070a2feb7270b,4bc7464e16fd0e1d,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,21.31,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
92471df4e8a5af55||bcc46b23e1d5dc6e,92471df4e8a5af55,bcc46b23e1d5dc6e,KB-C_EXTREME_VOLUME,12.0,,cohort_trip_threshold,31.94,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
3e1b2905a6280042||00b103e382e54dbe,3e1b2905a6280042,00b103e382e54dbe,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,23.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
dfdceb4c45091eb8||091c44eea25d9c63,dfdceb4c45091eb8,091c44eea25d9c63,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,32.49,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
c32c90004dd407ea||e219b5333c56c1eb,c32c90004dd407ea,e219b5333c56c1eb,KB-C_EXTREME_VOLUME,8.0,,cohort_trip_threshold,24.25,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
370cc99f587aa04b||db8ef13ecff3dfa7,370cc99f587aa04b,db8ef13ecff3dfa7,KB-C_EXTREME_VOLUME,13.0,,cohort_trip_threshold,31.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
5ce6710c65fbcdab||77349b21ee9b4379,5ce6710c65fbcdab,77349b21ee9b4379,KB-C_EXTREME_VOLUME,12.0,,cohort_trip_threshold,30.99,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
33d32097f3801606||0dffa85e22c12d9d,33d32097f3801606,0dffa85e22c12d9d,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,43.76,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
926277d33f467a3a||56709c3b0c1cd21f,926277d33f467a3a,56709c3b0c1cd21f,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,29.61,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
c9e965c68868853a||618fc21453e3324f,c9e965c68868853a,618fc21453e3324f,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,16.44,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
ad0701c0f86a0502||e1407f3fc0ad36ba,ad0701c0f86a0502,e1407f3fc0ad36ba,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,26.11,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d17785d535db7d2d||119d2c7536640c32,d17785d535db7d2d,119d2c7536640c32,KB-C_EXTREME_VOLUME,11.0,,cohort_trip_threshold,33.72,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
70e074f8d39b1fa4||0693ffe64c790f5b,70e074f8d39b1fa4,0693ffe64c790f5b,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,25.16,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
2de3e9686fc0edda||0c251251f0378be6,2de3e9686fc0edda,0c251251f0378be6,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,31.69,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
68f7e5f109eb070b||b68a2cabd2d7d1a5,68f7e5f109eb070b,b68a2cabd2d7d1a5,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,32.71,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
a0aa997dad8f643d||bef76ff0f17cfca1,a0aa997dad8f643d,bef76ff0f17cfca1,KB-C_EXTREME_VOLUME,10.0,,cohort_trip_threshold,30.91,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1888e13a0a9691eb||05028fe616c17fa2,1888e13a0a9691eb,05028fe616c17fa2,KB-C_EXTREME_VOLUME,7.0,,cohort_trip_threshold,28.61,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
060fdf98277a85a5||c979f234edc68383,060fdf98277a85a5,c979f234edc68383,KB-C_EXTREME_VOLUME,7.0,,cohort_trip_threshold,28.32,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
24bb23dabf1650ed||8a902cbb3afd75af,24bb23dabf1650ed,8a902cbb3afd75af,KB-C_EXTREME_VOLUME,9.0,,cohort_trip_threshold,26.22,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
740315055a01a80b||8960cc50eedaff1c,740315055a01a80b,8960cc50eedaff1c,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,28.76,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
8b10ae56c5483c1d||80912d1d8b9b3069,8b10ae56c5483c1d,80912d1d8b9b3069,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,20.31,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0709058be585a0e9||36f1f49c27462701,0709058be585a0e9,36f1f49c27462701,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,25.09,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d68701eb01ab5378||b6babddf5cbb1328,d68701eb01ab5378,b6babddf5cbb1328,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,26.4,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
e9114cba9c0f4a52||89847cdd837975bb,e9114cba9c0f4a52,89847cdd837975bb,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,23.3,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
7f41ff36879c6044||5dd131f96d8a432b,7f41ff36879c6044,5dd131f96d8a432b,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,27.38,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
7f41ff36879c6044||8f569823e1ec2111,7f41ff36879c6044,8f569823e1ec2111,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,25.64,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
3e31a5210e2d8989||49a5f1359de1ebb0,3e31a5210e2d8989,49a5f1359de1ebb0,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,22.94,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
f8e4bf7924a530b8||c67596b6a21e80ca,f8e4bf7924a530b8,c67596b6a21e80ca,KB-C_EXTREME_VOLUME,8.0,,cohort_trip_threshold,31.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
9cab892ccb1cd9f6||0ec9b24ee8567597,9cab892ccb1cd9f6,0ec9b24ee8567597,KB-C_EXTREME_VOLUME,14.0,,cohort_trip_threshold,57.55,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
68e9c19295d76c78||4b2b542958ec6d51,68e9c19295d76c78,4b2b542958ec6d51,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,26.4,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
82abb361b3ab3f15||2bd7dbc77408139b,82abb361b3ab3f15,2bd7dbc77408139b,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,25.84,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
e8107950aafeaf0e||42b73a3944d6df39,e8107950aafeaf0e,42b73a3944d6df39,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,28.68,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
00aaf9cb5e6da45b||abac0990bc265763,00aaf9cb5e6da45b,abac0990bc265763,KB-C_EXTREME_VOLUME,11.0,,cohort_trip_threshold,29.66,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
eeca6f53595103e8||c491bbc10e9d7da5,eeca6f53595103e8,c491bbc10e9d7da5,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,31.02,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
b75b67cf6af4f3b7||4a6d0cc10fa33f27,b75b67cf6af4f3b7,4a6d0cc10fa33f27,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,15.23,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
4a3a5cbf64749ac8||d84b57ba53320215,4a3a5cbf64749ac8,d84b57ba53320215,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,20.54,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1d7e19be7eb8f3c9||18c73a740f73f40c,1d7e19be7eb8f3c9,18c73a740f73f40c,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,25.44,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
46e6649a5e0a352f||32b42753eab56a62,46e6649a5e0a352f,32b42753eab56a62,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,21.5,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
921e7c0c9ed7b042||5a9345d8a4109edd,921e7c0c9ed7b042,5a9345d8a4109edd,KB-C_EXTREME_VOLUME,3.0,,cohort_trip_threshold,27.39,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
05405f95e1846065||7e74d3ce82c90126,05405f95e1846065,7e74d3ce82c90126,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,25.85,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
40d3c73e2df951ef||6e9388f0e193d7a7,40d3c73e2df951ef,6e9388f0e193d7a7,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,29.4,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
b624e2850b39cf66||7f8a44fb531b4748,b624e2850b39cf66,7f8a44fb531b4748,KB-C_EXTREME_VOLUME,9.0,,cohort_trip_threshold,50.15,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
b624e2850b39cf66||d79182f0d72e763a,b624e2850b39cf66,d79182f0d72e763a,KB-C_EXTREME_VOLUME,9.0,,cohort_trip_threshold,48.88,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
4b67a8f3a2398432||22fa366516a96c39,4b67a8f3a2398432,22fa366516a96c39,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,28.18,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
884c26c6f806f8a8||e8df7f612713a7b8,884c26c6f806f8a8,e8df7f612713a7b8,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,24.75,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
615b0b0d39854b67||3be11baafbd8ec03,615b0b0d39854b67,3be11baafbd8ec03,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,27.46,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
386e076c4b3d6008||4a6361bef7b66f26,386e076c4b3d6008,4a6361bef7b66f26,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,25.07,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
4768e50e922a81a0||1874e9c946b2fe99,4768e50e922a81a0,1874e9c946b2fe99,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,24.48,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
942c937aa12a6cb4||f7c989e76aed8f75,942c937aa12a6cb4,f7c989e76aed8f75,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,23.82,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
4a83e570e4346e7f||2b14482cca666f74,4a83e570e4346e7f,2b14482cca666f74,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,17.86,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0c094205fdc9ff02||a6b3d4e6d04dea29,0c094205fdc9ff02,a6b3d4e6d04dea29,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,18.8,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0bbe870fa7895c7b||de8bb1c370d69eef,0bbe870fa7895c7b,de8bb1c370d69eef,KB-C_EXTREME_VOLUME,7.0,,cohort_trip_threshold,25.06,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
44b627d8a24030a6||5d0ecb416d58cc23,44b627d8a24030a6,5d0ecb416d58cc23,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,35.22,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
c1fabae5368ec2f8||2aa312d3268cec47,c1fabae5368ec2f8,2aa312d3268cec47,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,23.15,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
61f94b78ed7895b5||af675ac52e875d30,61f94b78ed7895b5,af675ac52e875d30,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,23.82,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0ca23fd8a90838da||fe108d8c4bb81151,0ca23fd8a90838da,fe108d8c4bb81151,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,27.08,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
5a79c643021be2b9||f53d9b28086fcfd6,5a79c643021be2b9,f53d9b28086fcfd6,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,30.67,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
e25d02abe0bd7845||0990c1ba03aa11a1,e25d02abe0bd7845,0990c1ba03aa11a1,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,18.5,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
b15b2f27b5e05826||b51ef7a418dcbf5e,b15b2f27b5e05826,b51ef7a418dcbf5e,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,26.04,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
1afcc9d41698c033||3d48efd65e4d08bc,1afcc9d41698c033,3d48efd65e4d08bc,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,24.64,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d7723610e4c92c74||ff68c7dfa15cdda5,d7723610e4c92c74,ff68c7dfa15cdda5,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,29.75,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
0d936d4bb8de7ef2||07e69e683a02eb27,0d936d4bb8de7ef2,07e69e683a02eb27,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,27.02,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
6e19d720919e7799||0e4fd00e63207be9,6e19d720919e7799,0e4fd00e63207be9,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,31.56,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
2e0b996260652857||64940b961443637c,2e0b996260652857,64940b961443637c,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,23.38,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
645a5eb59b46f020||9963d4a1b813402b,645a5eb59b46f020,9963d4a1b813402b,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,27.11,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
645a5eb59b46f020||fe5c9da8860bcbef,645a5eb59b46f020,fe5c9da8860bcbef,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,23.64,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
153a40b6f7aefcfd||5fd57652fcacd2b1,153a40b6f7aefcfd,5fd57652fcacd2b1,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,27.62,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
79a30d6f8586693a||b49857a415aac71b,79a30d6f8586693a,b49857a415aac71b,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,26.66,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
7b7b5b1f43e170fb||5c47c7acd1ffb2e0,7b7b5b1f43e170fb,5c47c7acd1ffb2e0,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,23.3,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
568d5d73486339bd||7aaaa3675c196a6b,568d5d73486339bd,7aaaa3675c196a6b,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,26.1,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
70e6be43ef2f72ee||e45e52f7d039ef4e,70e6be43ef2f72ee,e45e52f7d039ef4e,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,36.33,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
37d869d1765e7a00||5199c8249a574dc9,37d869d1765e7a00,5199c8249a574dc9,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,22.78,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
b4dd9c0d7e4e6055||77dcdc922e043fe5,b4dd9c0d7e4e6055,77dcdc922e043fe5,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,30.18,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
2d16f48fb5ffe470||50ec6c7114295db9,2d16f48fb5ffe470,50ec6c7114295db9,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,27.03,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
e414039c3e41d5e0||2783b47204744397,e414039c3e41d5e0,2783b47204744397,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,20.04,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
f0acf5206f2e3a04||3125edad0b6311dc,f0acf5206f2e3a04,3125edad0b6311dc,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,16.53,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
8042dbe3eb07232d||0af427198fb7a8fe,8042dbe3eb07232d,0af427198fb7a8fe,KB-C_EXTREME_VOLUME,5.0,,cohort_trip_threshold,26.95,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
080d043781885e8e||3b6237d9825ebb07,080d043781885e8e,3b6237d9825ebb07,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,26.0,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
5573ee7f7a679d61||4447c5b97fa4676f,5573ee7f7a679d61,4447c5b97fa4676f,KB-C_EXTREME_VOLUME,6.0,,cohort_trip_threshold,28.74,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
d18b5620c79c2fde||64f6505047a723cf,d18b5620c79c2fde,64f6505047a723cf,KB-C_EXTREME_VOLUME,4.0,,cohort_trip_threshold,22.16,derived,Driver-customer pair is an extreme weighted edge in the current analysis window.
